schoolid,schoolname,CalendarYear,Firsttimebaryear,GradTotal,GradDidNotTake,GradTakers,graddidnottakepct,GradNoInfo,gradnoinfopct,graddidnottakenoinfopct,PriorYrFirstTimeTaker,EarlyFirstTimeTakers,TotalFirstTimeTakers,totalfirsttimepassers,reportpct,avgschoolpasspct,avgstatepasspct,avgpasspctdiff,UltimateBarYear,UltimateCohortTotal,UltimateDidNotTake,UltimateNoInfo,UltimateTakers,UltimatePassers,UltimateSchoolPassPct,GradDipPriv,AvgPassPctDipPriv,UltimateDipPriv,UltimatePassPctDipPriv
00100300,Faulkner University,2009,2008,,,,,,,,,,62,,0.9839,0.9344,0.8903,0.0441,,,,,,,,,,,
00100300,Faulkner University,2010,2009,,,,,,,,,,75,,0.8933,0.8956,0.8639,0.0317,,,,,,,,,,,
00100300,Faulkner University,2011,2010,,,,,,,,,,83,,0.8916,0.919,0.8448,0.0742,,,,,,,,,,,
00100300,Faulkner University,2012,2011,,,,,,,,,,99,,0.8586,0.8941,0.8712,0.0229,,,,,,,,,,,
00100300,Faulkner University,2013,2012,,,,,,,,,,97,,0.7629,0.8785,0.8558,0.0227,,,,,,,,,,,
00100300,Faulkner University,2014,2013,,,,,,,,,,98,,0.7551,0.9189,0.8676,0.0513,,,,,,,,,,,
00100300,Faulkner University,2015,2014,,,,,,,,,,80,,0.725,0.6897,0.8845,-0.1948,,,,,,,,,,,
00100300,Faulkner University,2016,2015,,,,,,,,,,91,,0.978,0.6514,0.7986,-0.1472,,,,,,,,,,,
00100300,Faulkner University,2017,2016,77,13,,,3,,,10,,71,,,0.7042,0.7804,-0.0762,,,,,,,,,,,
00100300,Faulkner University,2018,2017,74,8,,,7,,,14,,73,,,0.5068,0.78,-0.2732,2015,89,2,0,87,72,0.8276,,,,
00100300,Faulkner University,2019,2018,83,18,,0.2169,0,0,0.2169,11,,76,42,,0.5527,0.7756,-0.2229,2016,77,2,0,75,60,0.8,,,,
00100300,Faulkner University,2020,2019,62,8,,0.129,0,0,0.129,17,0,71,52,,0.7324,0.8376,-0.1052,2017,74,2,0,72,45,0.625,,,,
00100300,Faulkner University,2021,2020,52,8,44,0.1538,0,0,0.1538,7,0,51,32,,0.6274,0.7926,-0.1652,2018,83,2,0,81,62,0.7654,0,62.74,0,76.54
00100300,Faulkner University,2022,2021,61,15,46,0.2459,0,0,0.2459,4,,50,36,,0.72,0.7921,-0.0721,2019,62,3,0,59,51,0.8644,0,72,0,86.44
00103600,Samford University,2009,2008,,,,,,,,,,156,,0.7308,0.9473,0.8907,0.0566,,,,,,,,,,,
00103600,Samford University,2010,2009,,,,,,,,,,150,,0.7,0.9238,0.8651,0.0587,,,,,,,,,,,
00103600,Samford University,2011,2010,,,,,,,,,,148,,0.7905,0.9402,0.8491,0.0911,,,,,,,,,,,
00103600,Samford University,2012,2011,,,,,,,,,,141,,0.7589,0.9252,0.8758,0.0494,,,,,,,,,,,
00103600,Samford University,2013,2012,,,,,,,,,,156,,0.7179,0.9643,0.8756,0.0887,,,,,,,,,,,
00103600,Samford University,2014,2013,,,,,,,,,,152,,0.8289,0.8492,0.8656,-0.0164,,,,,,,,,,,
00103600,Samford University,2015,2014,,,,,,,,,,123,,0.813,0.83,0.8705,-0.0405,,,,,,,,,,,
00103600,Samford University,2016,2015,,,,,,,,,,107,,0.8598,0.7935,0.8114,-0.0179,,,,,,,,,,,
00103600,Samford University,2017,2016,151,29,,,0,,,21,,143,,,0.6364,0.7753,-0.1389,,,,,,,,,,,
00103600,Samford University,2018,2017,144,26,,,7,,,21,,132,,,0.7045,0.7817,-0.0772,2015,134,12,13,109,99,0.9083,,,,
00103600,Samford University,2019,2018,131,21,,0.1603,0,0,0.1603,14,,124,99,,0.7984,0.7818,0.0166,2016,146,6,9,131,120,0.916,,,,
00103600,Samford University,2020,2019,138,12,,0.087,1,0.0072,0.0942,13,0,138,114,,0.8261,0.8331,-0.007,2017,136,2,10,124,112,0.9032,,,,
00103600,Samford University,2021,2020,141,16,124,0.1135,1,0.0071,0.1206,10,0,134,107,,0.7985,0.7869,0.0116,2018,131,2,2,127,122,0.9606,0,79.85,0,96.06
00103600,Samford University,2022,2021,121,8,111,0.0661,2,0.0165,0.0826,15,0,126,90,,0.7143,0.7895,-0.0752,2019,138,2,0,136,130,0.9559,0,71.43,0,95.59
00105100,University of Alabama,2009,2008,,,,,,,,,,136,,0.7721,0.9715,0.8896,0.0819,,,,,,,,,,,
00105100,University of Alabama,2010,2009,,,,,,,,,,149,,0.7852,0.9658,0.8649,0.1009,,,,,,,,,,,
00105100,University of Alabama,2011,2010,,,,,,,,,,176,,0.7273,0.9531,0.8491,0.104,,,,,,,,,,,
00105100,University of Alabama,2012,2011,,,,,,,,,,153,,0.7778,0.9412,0.8709,0.0703,,,,,,,,,,,
00105100,University of Alabama,2013,2012,,,,,,,,,,167,,0.7425,0.9677,0.8727,0.095,,,,,,,,,,,
00105100,University of Alabama,2014,2013,,,,,,,,,,155,,0.7097,0.9636,0.8612,0.1024,,,,,,,,,,,
00105100,University of Alabama,2015,2014,,,,,,,,,,173,,0.8092,0.95,0.8626,0.0874,,,,,,,,,,,
00105100,University of Alabama,2016,2015,,,,,,,,,,138,,0.7536,0.9134,0.8101,0.1033,,,,,,,,,,,
00105100,University of Alabama,2017,2016,144,17,,,2,,,13,,138,,,0.9058,0.7641,0.1417,,,,,,,,,,,
00105100,University of Alabama,2018,2017,132,16,,,2,,,14,,128,,,0.9375,0.7788,0.1587,2015,144,4,0,140,127,0.9071,,,,
00105100,University of Alabama,2019,2018,137,14,,0.1022,0,0,0.1022,8,,131,115,,0.8779,0.7683,0.1096,2016,144,4,1,139,137,0.9856,,,,
00105100,University of Alabama,2020,2019,131,10,,0.0763,3,0.0229,0.0992,8,0,126,118,,0.9365,0.8172,0.1193,2017,132,6,0,126,121,0.9603,,,,
00105100,University of Alabama,2021,2020,128,10,115,0.0781,3,0.0234,0.1016,10,0,125,117,,0.936,0.7876,0.1484,2018,137,4,0,133,126,0.9474,0,93.6,0,94.74
00105100,University of Alabama,2022,2021,118,15,102,0.1271,1,0.0085,0.1356,10,0,112,100,,0.8929,0.7879,0.105,2019,131,4,0,127,126,0.9921,0,89.29,0,99.21
00108100,Arizona State University,2009,2008,,,,,,,,,,200,,0.86,0.8953,0.8403,0.055,,,,,,,,,,,
00108100,Arizona State University,2010,2009,,,,,,,,,,182,,0.7912,0.8333,0.7976,0.0357,,,,,,,,,,,
00108100,Arizona State University,2011,2010,,,,,,,,,,155,,0.9161,0.8592,0.8074,0.0518,,,,,,,,,,,
00108100,Arizona State University,2012,2011,,,,,,,,,,197,,0.8223,0.858,0.7561,0.1019,,,,,,,,,,,
00108100,Arizona State University,2013,2012,,,,,,,,,,200,,0.845,0.8639,0.8021,0.0618,,,,,,,,,,,
00108100,Arizona State University,2014,2013,,,,,,,,,,207,,0.9179,0.8789,0.7823,0.0966,,,,,,,,,,,
00108100,Arizona State University,2015,2014,,,,,,,,,,174,,0.9828,0.8947,0.7366,0.1581,,,,,,,,,,,
00108100,Arizona State University,2016,2015,,,,,,,,,,214,,0.8598,0.8478,0.6581,0.1897,,,,,,,,,,,
00108100,Arizona State University,2017,2016,173,20,,,4,,,32,,181,,,0.7735,0.6323,0.1412,,,,,,,,,,,
00108100,Arizona State University,2018,2017,215,41,,,0,,,13,,187,,,0.754,0.6494,0.1046,2015,219,5,2,212,198,0.934,,,,
00108100,Arizona State University,2019,2018,269,43,,0.1599,0,0,0.1599,35,,261,194,,0.7433,0.6991,0.0442,2016,173,6,0,167,155,0.9281,,,,
00108100,Arizona State University,2020,2019,271,34,,0.1255,0,0,0.1255,34,7,278,241,,0.8669,0.7417,0.1252,2017,213,7,2,204,185,0.9069,,,,
00108100,Arizona State University,2021,2020,262,53,204,0.2023,5,0.0191,0.2214,16,8,220,186,,0.8455,0.7695,0.076,2018,269,9,3,257,243,0.9455,3,84.76,0,94.55
00108100,Arizona State University,2022,2021,269,27,237,0.1004,5,0.0186,0.119,47,8,284,248,,0.8733,0.7749,0.0984,2019,278,6,2,270,256,0.9481,0,87.32,0,94.81
00108300,University of Arizona,2009,2008,,,,,,,,,,137,,0.8613,0.9153,0.8249,0.0904,,,,,,,,,,,
00108300,University of Arizona,2010,2009,,,,,,,,,,139,,0.7122,0.9293,0.7976,0.1317,,,,,,,,,,,
00108300,University of Arizona,2011,2010,,,,,,,,,,136,,0.8382,0.9386,0.7956,0.143,,,,,,,,,,,
00108300,University of Arizona,2012,2011,,,,,,,,,,141,,0.7163,0.8515,0.7561,0.0954,,,,,,,,,,,
00108300,University of Arizona,2013,2012,,,,,,,,,,132,,0.7121,0.9149,0.8021,0.1128,,,,,,,,,,,
00108300,University of Arizona,2014,2013,,,,,,,,,,151,,0.7483,0.8053,0.7758,0.0295,,,,,,,,,,,
00108300,University of Arizona,2015,2014,,,,,,,,,,138,,0.7391,0.8824,0.7366,0.1458,,,,,,,,,,,
00108300,University of Arizona,2016,2015,,,,,,,,,,138,,0.7101,0.8061,0.6581,0.148,,,,,,,,,,,
00108300,University of Arizona,2017,2016,108,13,,,0,,,22,,117,,,0.6838,0.6578,0.026,,,,,,,,,,,
00108300,University of Arizona,2018,2017,127,11,,,1,,,6,,121,,,0.7272,0.6706,0.0566,2015,158,9,1,148,128,0.8649,,,,
00108300,University of Arizona,2019,2018,128,21,,0.1641,0,0,0.1641,6,,113,73,,0.646,0.707,-0.061,2016,108,6,0,102,94,0.9216,,,,
00108300,University of Arizona,2020,2019,103,23,,0.2233,0,0,0.2233,13,21,114,76,,0.6667,0.7447,-0.078,2017,130,8,1,121,107,0.8843,,,,
00108300,University of Arizona,2021,2020,93,20,73,0.2151,0,0,0.2151,13,16,86,62,,0.7209,0.7688,-0.0479,2018,128,3,0,125,105,0.84,0,72.09,0,84
00108300,University of Arizona,2022,2021,120,15,104,0.125,1,0.0083,0.1333,11,24,115,91,,0.7913,0.7737,0.0176,2019,119,8,0,111,103,0.9279,0,79.13,0,92.79
00110101,University of Arkansas-Little Rock,2009,2008,,,,,,,,,,124,,0.8629,0.8131,0.8253,-0.0122,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2010,2009,,,,,,,,,,129,,0.7984,0.6408,0.7422,-0.1014,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2011,2010,,,,,,,,,,119,,0.8235,0.6837,0.7248,-0.0411,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2012,2011,,,,,,,,,,142,,0.8028,0.8333,0.8344,-0.0011,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2013,2012,,,,,,,,,,141,,0.844,0.7563,0.7654,-0.0091,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2014,2013,,,,,,,,,,140,,0.85,0.7058,0.7727,-0.0669,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2015,2014,,,,,,,,,,131,,0.7863,0.7476,0.7558,-0.0082,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2016,2015,,,,,,,,,,116,,0.8362,0.7629,0.7669,-0.004,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2017,2016,129,10,,,5,,,3,,117,,,0.6667,0.6958,-0.0291,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2018,2017,120,6,,,3,,,8,,119,,,0.7647,0.7722,-0.0075,2015,123,6,5,112,99,0.8839,,,,
00110101,University of Arkansas-Little Rock,2019,2018,102,13,,0.1275,0,0,0.1275,3,,92,58,,0.6304,0.7071,-0.0767,2016,128,1,2,125,109,0.872,,,,
00110101,University of Arkansas-Little Rock,2020,2019,121,12,,0.0992,0,0,0.0992,8,0,117,79,,0.6752,0.7342,-0.059,2017,120,3,0,117,104,0.8889,,,,
00110101,University of Arkansas-Little Rock,2021,2020,113,28,85,0.2478,0,0,0.2478,2,0,87,78,,0.8966,0,0.8966,2018,102,6,0,96,83,0.8646,0,89.66,0,86.46
00110101,University of Arkansas-Little Rock,2022,2021,124,13,111,0.1048,0,0,0.1048,20,0,131,97,,0.7405,0.7585,-0.018,2019,121,6,0,115,98,0.8522,0,74.05,0,85.22
00110800,University of Arkansas-Fayetteville,2009,2008,,,,,,,,,,123,,0.7236,0.8202,0.8253,-0.0051,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2010,2009,,,,,,,,,,118,,0.7881,0.8495,0.7422,0.1073,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2011,2010,,,,,,,,,,128,,0.7422,0.7474,0.7248,0.0226,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2012,2011,,,,,,,,,,115,,0.8,0.8261,0.8352,-0.0091,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2013,2012,,,,,,,,,,124,,0.8226,0.8235,0.7639,0.0596,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2014,2013,,,,,,,,,,134,,0.7313,0.8571,0.7632,0.0939,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2015,2014,,,,,,,,,,120,,0.8833,0.7641,0.7645,-0.0004,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2016,2015,,,,,,,,,,116,,0.8534,0.7879,0.7665,0.0214,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2017,2016,100,10,,,0,,,4,,94,,,0.7553,0.7213,0.034,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2018,2017,119,14,,,3,,,0,,102,,,0.8431,0.7817,0.0614,2015,137,6,1,130,112,0.8615,,,,
00110800,University of Arkansas-Fayetteville,2019,2018,109,12,,0.1101,0,0,0.1101,5,,102,70,,0.6863,0.7191,-0.0328,2016,100,3,0,97,94,0.9691,,,,
00110800,University of Arkansas-Fayetteville,2020,2019,98,7,,0.0714,0,0,0.0714,1,0,92,72,,0.7826,0.7529,0.0297,2017,121,6,0,115,106,0.9217,,,,
00110800,University of Arkansas-Fayetteville,2021,2020,107,13,94,0.1215,0,0,0.1215,5,0,99,83,,0.8384,0.8401,-0.0017,2018,109,2,0,107,91,0.8505,0,83.84,0,85.05
00110800,University of Arkansas-Fayetteville,2022,2021,105,9,90,0.0857,6,0.0571,0.1429,17,0,107,73,,0.8111,0.7661,0.045,2019,105,5,0,100,90,0.9,0,68.22,0,90
00116453,Chapman University,2009,2008,,,,,,,,,,175,,1,0.7657,0.7827,-0.017,,,,,,,,,,,
00116453,Chapman University,2010,2009,,,,,,,,,,159,,0.956,0.7763,0.7319,0.0444,,,,,,,,,,,
00116453,Chapman University,2011,2010,,,,,,,,,,158,,0.9557,0.6821,0.7124,-0.0303,,,,,,,,,,,
00116453,Chapman University,2012,2011,,,,,,,,,,180,,0.9667,0.7816,0.7215,0.0601,,,,,,,,,,,
00116453,Chapman University,2013,2012,,,,,,,,,,174,,0.977,0.8,0.7143,0.0857,,,,,,,,,,,
00116453,Chapman University,2014,2013,,,,,,,,,,178,,1,0.7639,0.7166,0.0473,,,,,,,,,,,
00116453,Chapman University,2015,2014,,,,,,,,,,146,,0.9932,0.7586,0.6677,0.0909,,,,,,,,,,,
00116453,Chapman University,2016,2015,,,,,,,,,,132,,1,0.7274,0.6419,0.0855,,,,,,,,,,,
00116453,Chapman University,2017,2016,158,3,,,0,,,1,,156,,,0.5833,0.6027,-0.0194,,,,,,,,,,,
00116453,Chapman University,2018,2017,149,6,,,0,,,1,,144,,,0.6388,0.6634,-0.0246,2015,132,0,6,126,118,0.9365,,,,
00116453,Chapman University,2019,2018,135,1,,0.0074,0,0,0.0074,0,,134,83,,0.6194,0.6068,0.0126,2016,158,2,0,156,132,0.8462,,,,
00116453,Chapman University,2020,2019,162,0,,0,0,0,0,0,0,162,96,,0.5926,0.6911,-0.0985,2017,144,0,0,144,125,0.8681,,,,
00116453,Chapman University,2021,2020,148,3,145,0.0203,0,0,0.0203,0,0,145,117,,0.8069,0,0.8069,2018,134,0,0,134,122,0.9104,0,80.69,0,91.04
00116453,Chapman University,2022,2021,143,0,143,0,0,0,0,0,0,143,112,,0.7832,0.7697,0.0135,2019,165,0,0,165,145,0.8788,0,78.32,0,87.88
00120529,Golden Gate University,2009,2008,,,,,,,,,,208,,0.9663,0.7164,0.7807,-0.0643,,,,,,,,,,,
00120529,Golden Gate University,2010,2009,,,,,,,,,,176,,0.983,0.6416,0.7319,-0.0903,,,,,,,,,,,
00120529,Golden Gate University,2011,2010,,,,,,,,,,174,,0.9713,0.5799,0.7124,-0.1325,,,,,,,,,,,
00120529,Golden Gate University,2012,2011,,,,,,,,,,184,,0.9891,0.6209,0.7215,-0.1006,,,,,,,,,,,
00120529,Golden Gate University,2013,2012,,,,,,,,,,189,,0.9312,0.6761,0.7143,-0.0382,,,,,,,,,,,
00120529,Golden Gate University,2014,2013,,,,,,,,,,204,,0.9951,0.5567,0.7109,-0.1542,,,,,,,,,,,
00120529,Golden Gate University,2015,2014,,,,,,,,,,180,,0.9722,0.4514,0.6605,-0.2091,,,,,,,,,,,
00120529,Golden Gate University,2016,2015,,,,,,,,,,150,,0.96,0.3889,0.637,-0.2481,,,,,,,,,,,
00120529,Golden Gate University,2017,2016,103,0,,,17,,,27,,113,,,0.354,0.6109,-0.2569,,,,,,,,,,,
00120529,Golden Gate University,2018,2017,94,0,,,22,,,16,,88,,,0.4886,0.6641,-0.1755,2015,161,0,6,155,112,0.7226,,,,
00120529,Golden Gate University,2019,2018,69,10,,0.1449,0,0,0.1449,19,,78,28,,0.359,0.6116,-0.2526,2016,103,3,0,100,74,0.74,,,,
00120529,Golden Gate University,2020,2019,108,19,,0.1759,1,0.0093,0.1852,9,1,98,43,,0.4388,0.7029,-0.2641,2017,87,3,0,84,63,0.75,,,,
00120529,Golden Gate University,2021,2020,124,19,105,0.1532,0,0,0.1532,13,0,118,52,,0.4407,0.7783,-0.3376,2018,83,3,0,80,46,0.575,0,44.07,0,57.5
00120529,Golden Gate University,2022,2021,172,27,142,0.157,3,0.0174,0.1744,12,1,154,54,,0.3507,0.7697,-0.419,2019,107,8,0,99,66,0.6667,0,35.06,1,67
00121601,University of La Verne,2009,2008,,,,,,,,,,71,,1,0.6057,0.7762,-0.1705,,,,,,,,,,,
00121601,University of La Verne,2010,2009,,,,,,,,,,72,,1,0.3473,0.7429,-0.3956,,,,,,,,,,,
00121601,University of La Verne,2011,2010,,,,,,,,,,95,,1,0.5263,0.7228,-0.1965,,,,,,,,,,,
00121601,University of La Verne,2012,2011,,,,,,,,,,110,,0.9909,0.5505,0.727,-0.1765,,,,,,,,,,,
00121601,University of La Verne,2013,2012,,,,,,,,,,92,,0.9348,0.6047,0.7167,-0.112,,,,,,,,,,,
00121601,University of La Verne,2014,2013,,,,,,,,,,94,,1,0.5637,0.7122,-0.1485,,,,,,,,,,,
00121601,University of La Verne,2015,2014,,,,,,,,,,47,,1,0.7447,0.6676,0.0771,,,,,,,,,,,
00121601,University of La Verne,2016,2015,,,,,,,,,,41,,1,0.5366,0.6398,-0.1032,,,,,,,,,,,
00121601,University of La Verne,2017,2016,52,4,,,0,,,1,,49,,,0.3266,0.6083,-0.2817,,,,,,,,,,,
00121601,University of La Verne,2018,2017,34,1,,,0,,,5,,38,,,0.4211,0.6702,-0.2491,2015,38,0,0,38,30,0.7895,,,,
00121601,University of La Verne,2019,2018,58,4,,0.069,0,0,0.069,0,,54,17,,0.3149,0.6057,-0.2908,2016,47,0,0,47,35,0.7447,,,,
00121601,University of La Verne,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,
00129500,Southwestern Law School,2009,2008,,,,,,,,,,285,,0.9614,0.6971,0.7807,-0.0836,,,,,,,,,,,
00129500,Southwestern Law School,2010,2009,,,,,,,,,,286,,0.965,0.6123,0.7319,-0.1196,,,,,,,,,,,
00129500,Southwestern Law School,2011,2010,,,,,,,,,,288,,0.9722,0.5857,0.7124,-0.1267,,,,,,,,,,,
00129500,Southwestern Law School,2012,2011,,,,,,,,,,290,,1,0.6069,0.7215,-0.1146,,,,,,,,,,,
00129500,Southwestern Law School,2013,2012,,,,,,,,,,333,,0.991,0.6121,0.7143,-0.1022,,,,,,,,,,,
00129500,Southwestern Law School,2014,2013,,,,,,,,,,287,,0.9721,0.7348,0.7109,0.0239,,,,,,,,,,,
00129500,Southwestern Law School,2015,2014,,,,,,,,,,305,,0.9705,0.5608,0.6605,-0.0997,,,,,,,,,,,
00129500,Southwestern Law School,2016,2015,,,,,,,,,,315,,0.9968,0.5064,0.637,-0.1306,,,,,,,,,,,
00129500,Southwestern Law School,2017,2016,319,47,,,3,,,42,,311,,,0.3826,0.6033,-0.2207,,,,,,,,,,,
00129500,Southwestern Law School,2018,2017,290,44,,,2,,,44,,288,,,0.5278,0.6625,-0.1347,2015,306,0,8,298,247,0.8289,,,,
00129500,Southwestern Law School,2019,2018,247,0,,0,33,0.1336,0.1336,43,,257,130,,0.5059,0.605,-0.0991,2016,319,0,6,313,249,0.7955,,,,
00129500,Southwestern Law School,2020,2019,190,9,,0.0474,13,0.0684,0.1158,23,0,191,108,,0.5654,0.6942,-0.1288,2017,292,0,6,286,221,0.7727,,,,
00129500,Southwestern Law School,2021,2020,217,16,183,0.0737,18,0.0829,0.1567,17,0,200,165,,0.825,0.7779,0.0471,2018,247,0,8,239,213,0.8912,0,82.5,0,89.12
00129500,Southwestern Law School,2022,2021,223,13,198,0.0583,12,0.0538,0.1121,28,0,226,172,,0.7611,0.7699,-0.0088,2019,190,0,6,184,171,0.9293,0,76.11,0,92.93
00130503,Stanford University,2009,2008,,,,,,,,,,160,,0.95,0.9737,0.8144,0.1593,,,,,,,,,,,
00130503,Stanford University,2010,2009,,,,,,,,,,180,,0.7722,0.9424,0.7654,0.177,,,,,,,,,,,
00130503,Stanford University,2011,2010,,,,,,,,,,152,,0.9737,0.9866,0.7605,0.2261,,,,,,,,,,,
00130503,Stanford University,2012,2011,,,,,,,,,,173,,0.9191,0.912,0.7588,0.1532,,,,,,,,,,,
00130503,Stanford University,2013,2012,,,,,,,,,,150,,0.7333,0.9364,0.7143,0.2221,,,,,,,,,,,
00130503,Stanford University,2014,2013,,,,,,,,,,173,,0.9306,0.9192,0.7423,0.1769,,,,,,,,,,,
00130503,Stanford University,2015,2014,,,,,,,,,,175,,0.92,0.9006,0.6972,0.2034,,,,,,,,,,,
00130503,Stanford University,2016,2015,,,,,,,,,,189,,0.8042,0.9013,0.675,0.2263,,,,,,,,,,,
00130503,Stanford University,2017,2016,185,9,,,7,,,7,,176,,,0.9318,0.6824,0.2494,,,,,,,,,,,
00130503,Stanford University,2018,2017,194,14,,,9,,,5,,176,,,0.9659,0.7186,0.2473,2015,191,3,4,184,182,0.9891,,,,
00130503,Stanford University,2019,2018,193,8,,0.0415,8,0.0415,0.0829,11,,188,178,,0.9468,0.6794,0.2674,2016,185,5,5,175,174,0.9943,,,,
00130503,Stanford University,2020,2019,183,15,,0.082,4,0.0219,0.1038,6,1,171,163,,0.9532,0.7435,0.2097,2017,194,7,5,182,181,0.9945,,,,
00130503,Stanford University,2021,2020,183,24,154,0.1311,5,0.0273,0.1585,14,0,168,165,,0.9822,0,0.9822,2018,193,6,3,184,182,0.9891,3,98.25,0,98.91
00130503,Stanford University,2022,2021,182,18,160,0.0989,4,0.022,0.1209,11,1,171,167,,0.9708,0.7973,0.1735,2019,183,2,2,179,177,0.9888,0,97.66,0,98.88
00131273,University of California-Berkeley,2009,2008,,,,,,,,,,270,,0.8444,0.8772,0.7807,0.0965,,,,,,,,,,,
00131273,University of California-Berkeley,2010,2009,,,,,,,,,,258,,0.8333,0.9163,0.7319,0.1844,,,,,,,,,,,
00131273,University of California-Berkeley,2011,2010,,,,,,,,,,258,,0.8256,0.9202,0.7124,0.2078,,,,,,,,,,,
00131273,University of California-Berkeley,2012,2011,,,,,,,,,,295,,0.7695,0.8678,0.7215,0.1463,,,,,,,,,,,
00131273,University of California-Berkeley,2013,2012,,,,,,,,,,307,,0.7622,0.8718,0.7143,0.1575,,,,,,,,,,,
00131273,University of California-Berkeley,2014,2013,,,,,,,,,,294,,0.7381,0.8571,0.7109,0.1462,,,,,,,,,,,
00131273,University of California-Berkeley,2015,2014,,,,,,,,,,289,,0.7405,0.8785,0.6605,0.218,,,,,,,,,,,
00131273,University of California-Berkeley,2016,2015,,,,,,,,,,271,,0.7675,0.851,0.637,0.214,,,,,,,,,,,
00131273,University of California-Berkeley,2017,2016,331,13,,,14,,,14,,318,,,0.8616,0.646,0.2156,,,,,,,,,,,
00131273,University of California-Berkeley,2018,2017,305,19,,,1,,,10,,295,,,0.9119,0.6979,0.214,2015,281,6,8,267,261,0.9775,,,,
00131273,University of California-Berkeley,2019,2018,307,9,,0.0293,7,0.0228,0.0521,10,,301,273,,0.907,0.6537,0.2533,2016,331,5,7,319,311,0.9749,,,,
00131273,University of California-Berkeley,2020,2019,330,13,,0.0394,6,0.0182,0.0576,11,0,322,291,,0.9037,0.7188,0.1849,2017,305,5,2,298,290,0.9732,,,,
00131273,University of California-Berkeley,2021,2020,329,15,293,0.0456,21,0.0638,0.1094,8,1,301,291,,0.9667,0.7858,0.1809,2018,308,4,2,302,297,0.9834,6,96.74,0,98.34
00131273,University of California-Berkeley,2022,2021,328,8,315,0.0244,5,0.0152,0.0396,22,0,337,321,,0.9495,0.7814,0.1681,2019,330,6,6,323,322,0.9969,0,95.25,1,99.69
00131373,University of California-Davis,2009,2008,,,,,,,,,,199,,0.8995,0.7989,0.7807,0.0182,,,,,,,,,,,
00131373,University of California-Davis,2010,2009,,,,,,,,,,195,,0.9436,0.8804,0.7319,0.1485,,,,,,,,,,,
00131373,University of California-Davis,2011,2010,,,,,,,,,,192,,0.9323,0.8045,0.7124,0.0921,,,,,,,,,,,
00131373,University of California-Davis,2012,2011,,,,,,,,,,196,,0.898,0.75,0.7215,0.0285,,,,,,,,,,,
00131373,University of California-Davis,2013,2012,,,,,,,,,,203,,0.931,0.7831,0.7143,0.0688,,,,,,,,,,,
00131373,University of California-Davis,2014,2013,,,,,,,,,,200,,0.935,0.8289,0.7109,0.118,,,,,,,,,,,
00131373,University of California-Davis,2015,2014,,,,,,,,,,160,,0.9375,0.86,0.6605,0.1995,,,,,,,,,,,
00131373,University of California-Davis,2016,2015,,,,,,,,,,186,,0.957,0.7416,0.637,0.1046,,,,,,,,,,,
00131373,University of California-Davis,2017,2016,141,14,,,1,,,7,,133,,,0.7067,0.6216,0.0851,,,,,,,,,,,
00131373,University of California-Davis,2018,2017,165,8,,,4,,,8,,161,,,0.7702,0.6717,0.0985,2015,188,5,0,183,166,0.9071,,,,
00131373,University of California-Davis,2019,2018,175,6,,0.0343,3,0.0171,0.0514,5,,171,130,,0.7602,0.6161,0.1441,2016,141,4,1,136,116,0.8529,,,,
00131373,University of California-Davis,2020,2019,155,13,,0.0839,0,0,0.0839,6,0,148,125,,0.8446,0.7001,0.1445,2017,165,1,4,160,148,0.925,,,,
00131373,University of California-Davis,2021,2020,148,20,128,0.1351,0,0,0.1351,7,0,135,119,,0.8815,0.7808,0.1007,2018,175,3,0,172,164,0.9535,0,88.15,0,95.35
00131373,University of California-Davis,2022,2021,202,13,184,0.0644,5,0.0248,0.0891,14,0,198,158,,0.7979,0.7713,0.0266,2019,155,4,3,148,139,0.9392,0,79.8,0,93.92
00131400,University of California-Irvine,2013,2012,,,,,,,,,,54,,1,0.9074,0.7199,0.1875,,,,,,,,,,,
00131400,University of California-Irvine,2014,2013,,,,,,,,,,80,,1,0.8,0.7246,0.0754,,,,,,,,,,,
00131400,University of California-Irvine,2015,2014,,,,,,,,,,90,,1,0.7778,0.6652,0.1126,,,,,,,,,,,
00131400,University of California-Irvine,2016,2015,,,,,,,,,,109,,1,0.8166,0.6577,0.1589,,,,,,,,,,,
00131400,University of California-Irvine,2017,2016,115,4,,,0,,,6,,117,,,0.7949,0.6234,0.1715,,,,,,,,,,,
